1_f1-score,1_precision,1_recall,1_support,2_f1-score,2_precision,2_recall,2_support,3_f1-score,3_precision,3_recall,3_support,4_f1-score,4_precision,4_recall,4_support,5_f1-score,5_precision,5_recall,5_support,accuracy,description,file,file_load_time_min,macro avg_f1-score,macro avg_precision,macro avg_recall,macro avg_support,model_name,param,predict_time_min,score_time_min,status,status_date,test_examples,test_features,total_time_min,train_examples,train_features,train_time_min,weighted avg_f1-score,weighted avg_precision,weighted avg_recall,weighted avg_support
0.496271439,0.388443018,0.686967742,3875,0.084464555,0.146405229,0.059353471,1887,0.116594517,0.22320442,0.07890625,2560,0.122018497,0.246395806,0.08108691,4637,0.751851402,0.690836076,0.824688728,15019,0.562513403,review_body-bow-df_default-ngram11-111909-10000,review_body-bow-df_default-ngram11-111909-10000.csv,5.38,0.314240082,0.33905691,0.34620062,27978,KNN,"{'n_jobs': 2, 'n_neighbors': 5}",244.9,0,success,5/28/19 3:52,27978,10000,253.84,83931,10000,3.56,0.508927528,0.495785655,0.562513403,27978
0.682352941,0.643707094,0.725935484,3875,0.190186125,0.263108614,0.14891362,1887,0.278737618,0.3396968,0.236328125,2560,0.311021505,0.41277203,0.249514772,4637,0.819772555,0.752728893,0.899926759,15019,0.656658803,review_body-bow-df_default-ngram11-111909-10000,review_body-bow-df_default-ngram11-111909-10000.csv,5.38,0.456414149,0.482402686,0.452123752,27978,LR,"{'n_jobs': 2, 'c': 1, 'max_iter': 300, 'verbose': 1}",0.05,0,success,5/28/19 5:28,27978,10000,101.65,83931,10000,96.22,0.624452709,0.610470151,0.656658803,27978
0.682352941,0.643707094,0.725935484,3875,0.190186125,0.263108614,0.14891362,1887,0.278737618,0.3396968,0.236328125,2560,0.311021505,0.41277203,0.249514772,4637,0.819772555,0.752728893,0.899926759,15019,0.656658803,review_body-bow-df_default-ngram11-111909-10000,review_body-bow-df_default-ngram11-111909-10000.csv,5.38,0.456414149,0.482402686,0.452123752,27978,LRB,"{'n_jobs': 2, 'c': 1, 'class_weight': 'balanced', 'max_iter': 300, 'verbose': 1}",0.06,0,success,5/28/19 8:27,27978,10000,183.78,83931,10000,178.34,0.624452709,0.610470151,0.656658803,27978
0.611442059,0.541616886,0.701935484,3875,0.104848246,0.204615385,0.070482247,1887,0.182590234,0.284768212,0.134375,2560,0.225443287,0.324422843,0.172740996,4637,0.782453638,0.706640185,0.87648978,15019,0.613410537,review_body-bow-df_default-ngram11-111909-10000,review_body-bow-df_default-ngram11-111909-10000.csv,5.38,0.381355493,0.412412702,0.391204701,27978,RF,"{'n_jobs': 2, 'verbose': 1}",0.04,0,success,5/28/19 8:27,27978,10000,6.11,83931,10000,0.69,0.565861367,0.547975514,0.613410537,27978
0.589446254,0.595263158,0.583741935,3875,0.033049574,0.3,0.017488076,1887,0.124875457,0.416851441,0.0734375,2560,0.213923014,0.444822888,0.140823808,4637,0.771577701,0.647388144,0.954724016,15019,0.624597898,review_body-bow-df_default-ngram11-111909-10000,review_body-bow-df_default-ngram11-111909-10000.csv,5.38,0.3465744,0.480865126,0.354043067,27978,GB,{'verbose': 1},0.13,0,success,5/28/19 10:11,27978,10000,109.44,83931,10000,103.93,0.544943758,0.56207201,0.624597898,27978
0.503103864,0.392454467,0.700645161,3875,0.087115666,0.140828402,0.063063063,1887,0.126610644,0.223762376,0.08828125,2560,0.134344871,0.25147929,0.091654087,4637,0.756439417,0.702540679,0.819295559,15019,0.564372007,review_body-bow-df_default-ngram11-111909-10020-lda20,review_body-bow-df_default-ngram11-111909-10020-lda20.csv,5.95,0.321522892,0.342213043,0.352587824,27978,KNN,"{'n_jobs': 2, 'n_neighbors': 5}",246.65,0,success,5/28/19 14:29,27978,10020,256.6,83931,10020,4,0.515474972,0.503141892,0.564372007,27978
0.680067002,0.63395048,0.733419355,3875,0.191432396,0.259763851,0.151563328,1887,0.284401562,0.345231456,0.241796875,2560,0.315859323,0.410628019,0.256631443,4637,0.82207689,0.759758233,0.895532326,15019,0.657194939,review_body-bow-df_default-ngram11-111909-10020-lda20,review_body-bow-df_default-ngram11-111909-10020-lda20.csv,5.95,0.458767435,0.481866408,0.455788665,27978,LR,"{'n_jobs': 2, 'c': 1, 'max_iter': 300, 'verbose': 1}",0.06,0,success,5/28/19 17:36,27978,10020,192.57,83931,10020,186.56,0.62677722,0.612817787,0.657194939,27978
0.680067002,0.63395048,0.733419355,3875,0.191432396,0.259763851,0.151563328,1887,0.284401562,0.345231456,0.241796875,2560,0.315859323,0.410628019,0.256631443,4637,0.82207689,0.759758233,0.895532326,15019,0.657194939,review_body-bow-df_default-ngram11-111909-10020-lda20,review_body-bow-df_default-ngram11-111909-10020-lda20.csv,5.95,0.458767435,0.481866408,0.455788665,27978,LRB,"{'n_jobs': 2, 'c': 1, 'class_weight': 'balanced', 'max_iter': 300, 'verbose': 1}",0.07,0,success,5/28/19 19:55,27978,10020,145.87,83931,10020,139.85,0.62677722,0.612817787,0.657194939,27978
0.598952131,0.556046872,0.649032258,3875,0.070528967,0.16969697,0.044515103,1887,0.140507388,0.245374878,0.0984375,2560,0.19419775,0.309579991,0.141470779,4637,0.780179715,0.685777733,0.904720687,15019,0.611015798,review_body-bow-df_default-ngram11-111909-10020-lda20,review_body-bow-df_default-ngram11-111909-10020-lda20.csv,5.95,0.35687319,0.393295289,0.367635265,27978,RF,"{'n_jobs': 2, 'verbose': 1}",0.07,0,success,5/28/19 19:56,27978,10020,6.8,83931,10020,0.78,0.55156697,0.530355196,0.611015798,27978
0.627465127,0.587480297,0.673290323,3875,0.046373952,0.335714286,0.02490726,1887,0.171272396,0.384720327,0.11015625,2560,0.236498189,0.438156359,0.161958163,4637,0.786343796,0.6750358,0.941607297,15019,0.637322182,review_body-bow-df_default-ngram11-111909-10020-lda20,review_body-bow-df_default-ngram11-111909-10020-lda20.csv,5.95,0.373590692,0.484221414,0.382383859,27978,GB,{'verbose': 1},0.15,0,success,5/28/19 21:44,27978,10020,113.57,83931,10020,107.47,0.567021657,0.574199613,0.637322182,27978
0.510060653,0.406787469,0.683612903,3875,0.089483748,0.160714286,0.06200318,1887,0.136311569,0.255364807,0.09296875,2560,0.14686548,0.28625,0.098770757,4637,0.758585403,0.692189388,0.839070511,15019,0.574165416,review_body-bow-df_default-ngram12-111909-10000,review_body-bow-df_default-ngram12-111909-10000.csv,5.81,0.32826137,0.36026119,0.35528522,27978,KNN,"{'n_jobs': 2, 'n_neighbors': 5}",257.55,0,success,5/29/19 2:12,27978,10000,266.83,83931,10000,3.47,0.520712984,0.509565976,0.574165416,27978
0.690306748,0.658011696,0.725935484,3875,0.228250702,0.277272727,0.193958665,1887,0.29883028,0.343480467,0.264453125,2560,0.326797386,0.402716361,0.27496226,4637,0.826406323,0.773048823,0.887675611,15019,0.659911359,review_body-bow-df_default-ngram12-111909-10000,review_body-bow-df_default-ngram12-111909-10000.csv,5.81,0.474118288,0.490906015,0.469397029,27978,LR,"{'n_jobs': 2, 'c': 1, 'max_iter': 300, 'verbose': 1}",0.06,0,success,5/29/19 4:05,27978,10000,119.22,83931,10000,113.35,0.636135867,0.622994317,0.659911359,27978
0.690306748,0.658011696,0.725935484,3875,0.228250702,0.277272727,0.193958665,1887,0.29883028,0.343480467,0.264453125,2560,0.326797386,0.402716361,0.27496226,4637,0.826406323,0.773048823,0.887675611,15019,0.659911359,review_body-bow-df_default-ngram12-111909-10000,review_body-bow-df_default-ngram12-111909-10000.csv,5.81,0.474118288,0.490906015,0.469397029,27978,LRB,"{'n_jobs': 2, 'c': 1, 'class_weight': 'balanced', 'max_iter': 300, 'verbose': 1}",0.05,0,success,5/29/19 5:56,27978,10000,117.1,83931,10000,111.24,0.636135867,0.622994317,0.659911359,27978
0.621989295,0.547614373,0.719741935,3875,0.097521333,0.209059233,0.063593005,1887,0.182968626,0.281427413,0.135546875,2560,0.216758513,0.314344262,0.165408669,4637,0.786938824,0.710537611,0.881749784,15019,0.617127743,review_body-bow-df_default-ngram12-111909-10000,review_body-bow-df_default-ngram12-111909-10000.csv,5.81,0.381235318,0.412596579,0.393208054,27978,RF,"{'n_jobs': 2, 'verbose': 1}",0.04,0,success,5/29/19 5:57,27978,10000,6.66,83931,10000,0.81,0.567830952,0.549222009,0.617127743,27978
0.602882636,0.64398827,0.566709677,3875,0.05511811,0.386206897,0.029676736,1887,0.125578321,0.407725322,0.07421875,2560,0.206393904,0.445,0.134354108,4637,0.769640196,0.641042692,0.962780478,15019,0.626385017,review_body-bow-df_default-ngram12-111909-10000,review_body-bow-df_default-ngram12-111909-10000.csv,5.81,0.351922633,0.504792636,0.35354795,27978,GB,{'verbose': 1},0.12,0,success,5/29/19 7:35,27978,10000,103.51,83931,10000,97.58,0.546069527,0.570422795,0.626385017,27978
0.517703349,0.411406844,0.698064516,3875,0.092071611,0.148235294,0.066772655,1887,0.129520606,0.22939424,0.090234375,2560,0.148567831,0.274898078,0.10178995,4637,0.759559182,0.699702732,0.830614555,15019,0.572199585,review_body-bow-df_default-ngram12-111909-10020-lda20,review_body-bow-df_default-ngram12-111909-10020-lda20.csv,5.68,0.329484516,0.352727438,0.35749521,27978,KNN,"{'n_jobs': 2, 'n_neighbors': 5}",351.15,0,success,5/29/19 13:36,27978,10020,360.52,83931,10020,3.69,0.522129557,0.509139627,0.572199585,27978
0.687637162,0.651721747,0.727741935,3875,0.227371023,0.272592593,0.195018548,1887,0.302937976,0.342014742,0.271875,2560,0.328937357,0.399199754,0.279706707,4637,0.826819828,0.778280543,0.881816366,15019,0.658553149,review_body-bow-df_default-ngram12-111909-10020-lda20,review_body-bow-df_default-ngram12-111909-10020-lda20.csv,5.68,0.474740669,0.488761876,0.471231711,27978,LR,"{'n_jobs': 2, 'c': 1, 'max_iter': 300, 'verbose': 1}",0.06,0,success,5/29/19 20:13,27978,10020,282.98,83931,10020,277.24,0.636659299,0.623899009,0.658553149,27978
0.687637162,0.651721747,0.727741935,3875,0.227371023,0.272592593,0.195018548,1887,0.302937976,0.342014742,0.271875,2560,0.328937357,0.399199754,0.279706707,4637,0.826819828,0.778280543,0.881816366,15019,0.658553149,review_body-bow-df_default-ngram12-111909-10020-lda20,review_body-bow-df_default-ngram12-111909-10020-lda20.csv,5.68,0.474740669,0.488761876,0.471231711,27978,LRB,"{'n_jobs': 2, 'c': 1, 'class_weight': 'balanced', 'max_iter': 300, 'verbose': 1}",0.08,0,success,5/30/19 1:12,27978,10020,303.73,83931,10020,297.97,0.636659299,0.623899009,0.658553149,27978
0.612738261,0.557411715,0.680258065,3875,0.073448713,0.180497925,0.046104928,1887,0.144978166,0.284571429,0.097265625,2560,0.186223712,0.317402597,0.131766228,4637,0.78425656,0.687083688,0.913442972,15019,0.618414469,review_body-bow-df_default-ngram12-111909-10020-lda20,review_body-bow-df_default-ngram12-111909-10020-lda20.csv,5.68,0.360329082,0.405393471,0.373767564,27978,RF,"{'n_jobs': 2, 'verbose': 1}",0.06,0,success,5/30/19 1:12,27978,10020,6.6,83931,10020,0.86,0.554949289,0.536856766,0.618414469,27978
0.660067544,0.601443124,0.731354839,3875,0.063640618,0.272,0.036036036,1887,0.207348334,0.382754995,0.1421875,2560,0.273080801,0.411101474,0.204442527,4637,0.806774398,0.710005567,0.934083494,15019,0.652048038,review_body-bow-df_default-ngram11-111909-10000,review_body-bow-df_default-ngram11-111909-10000.csv,5.48,0.402182339,0.475461032,0.409620879,27978,lGBM,"{'objective': 'multiclass', 'num_threads': 2, 'seed': 1}",0.26,0,success,5/30/19 1:55,27978,10000,7.37,83931,10000,1.63,0.593033228,0.585944672,0.652048038,27978
